종목,코드,시장,현재가,전일종가,등락률,거래량,현재가 업데이트시각,추천 근거,진입 전략,리스크
WON 종합채권(AA-이상,488720,KOSPI,48655,48520,0.56,368,2026-06-09T16:09:55,,,
KODEX 머니마켓액티브,488770,KOSPI,104575,104585,0.01,903474,2026-06-09T16:09:55,,,
SOL 26-12 회사채(AA-,488980,KOSPI,51750,51750,-0.01,1728,2026-06-09T16:09:55,,,
PLUS 일본엔화초단기,489000,KOSPI,9980,10045,-1.29,65731,2026-06-09T16:09:55,,,
PLUS 글로벌AI인프라,489010,KOSPI,23390,22700,1.19,2487,2026-06-09T16:09:55,,,
PLUS 고배당주위클리,489030,KOSPI,6660,6730,-0.15,1768496,2026-06-09T16:09:55,,,
KODEX 미국배당다우존,489250,KOSPI,13375,13445,-0.93,449155,2026-06-09T16:09:55,,,
WON 미국빌리어네어,489290,KOSPI,16135,16080,-1.25,18298,2026-06-09T16:09:55,,,
한화비전,489790,KOSPI,66500,67800,2.78,452856,2026-06-09T16:09:55,,,
KIWOOM 글로벌전력GRI,489860,KOSPI,17180,17310,-2.58,6267,2026-06-09T16:09:55,,,
TIGER 미국AI빅테크10,490090,KOSPI,16900,16705,-0.94,117946,2026-06-09T16:09:55,,,
KoAct 미국치매&뇌질,490330,KOSPI,13870,14260,-1.63,2098,2026-06-09T16:09:55,,,
SOL K방산,490480,KOSPI,31420,32960,1.95,69496,2026-06-09T16:09:55,,,
SOL 미국배당미국채혼,490490,KOSPI,11820,11920,-1.29,327694,2026-06-09T16:09:55,,,
RISE 미국AI밸류체인,490590,KOSPI,17120,16580,1.69,910535,2026-06-09T16:09:55,,,
RISE 미국배당100데일,490600,KOSPI,9655,9760,-1.08,404314,2026-06-09T16:09:55,,,
TIGER 글로벌AI전력인,491010,KOSPI,33725,32250,0.9,274869,2026-06-09T16:09:55,,,
KODEX 미국테크TOP3플,491090,KOSPI,19090,18820,-0.86,82523,2026-06-09T16:09:55,,,
PLUS 200TR,491220,KOSPI,153380,147045,8.47,20792,2026-06-09T16:09:55,,,
PLUS 국공채머니마켓,491230,KOSPI,52125,52130,0.02,1356,2026-06-09T16:09:55,,,
파워 K-주주가치액티,491510,KOSPI,18230,17950,4.02,187,2026-06-09T16:09:55,,,
1Q CD금리액티브(합성,491610,KOSPI,104165,104170,0.01,3705,2026-06-09T16:09:55,,,
RISE 미국테크100데일,491620,KOSPI,11885,11740,0.13,763982,2026-06-09T16:09:55,,,
RISE 미국반도체인버,491630,KOSPI,5245,5430,-5.07,5033,2026-06-09T16:09:55,,,
HK 200,491700,KOSPI,130060,124030,8.16,9121,2026-06-09T16:09:55,,,
HANARO 전력설비투자,491820,KOSPI,51370,52210,6.2,140534,2026-06-09T16:09:55,,,
TIGER 미국AI반도체팹,491830,KOSPI,26400,24825,3.27,110717,2026-06-09T16:09:55,,,
1Q 현대차그룹채권(A+,492500,KOSPI,50980,50955,0.17,786,2026-06-09T16:09:55,,,
SOL 미국배당다우존스,493420,KOSPI,13115,13220,-1.24,3772,2026-06-09T16:09:55,,,
TIGER 미국AI빅테크10,493810,KOSPI,12665,12525,-1.13,395687,2026-06-09T16:09:55,,,
TIME 글로벌소비트렌,494180,KOSPI,14105,14020,-2.29,132,2026-06-09T16:09:55,,,
SOL 미국500타겟데일,494210,KOSPI,11760,11765,-1.38,8286,2026-06-09T16:09:55,,,
UNICORN SK하이닉스밸,494220,KOSPI,54935,53845,14.32,431070,2026-06-09T16:09:55,,,
KODEX 미국나스닥100,494300,KOSPI,10880,10740,0.6,1382452,2026-06-09T16:09:55,,,
KODEX 반도체레버리지,494310,KOSPI,153000,138350,22.25,2063182,2026-06-09T16:09:55,,,
ACE 라이프자산주주가,494330,KOSPI,31815,30265,7.85,24183,2026-06-09T16:09:55,,,
ACE 글로벌AI맞춤형반,494340,KOSPI,26810,25020,4.26,149989,2026-06-09T16:09:55,,,
PLUS 미국S&P500성장,494410,KOSPI,15185,15085,-0.16,10842,2026-06-09T16:09:55,,,
PLUS 미국배당증가성,494420,KOSPI,9965,10095,-0.99,16379,2026-06-09T16:09:55,,,
TIGER 조선TOP10,494670,KOSPI,26040,27200,0.1,1415127,2026-06-09T16:09:55,,,
TIGER 미국방산TOP10,494840,KOSPI,13455,13515,-2.04,80645,2026-06-09T16:09:55,,,
KODEX 200액티브,494890,KOSPI,37490,35655,8.9,734731,2026-06-09T16:09:55,,,
PLUS 코리아밸류업,495040,KOSPI,37405,35710,7.86,6381,2026-06-09T16:09:55,,,
RISE 코리아밸류업,495050,KOSPI,38010,36375,8.54,1363219,2026-06-09T16:09:55,,,
TIME 코리아밸류업액,495060,KOSPI,36425,34660,9.52,232119,2026-06-09T16:09:55,,,
KoAct 코리아밸류업액,495230,KOSPI,38240,36695,8.57,264418,2026-06-09T16:09:55,,,
1Q 코리아밸류업,495330,KOSPI,37575,36025,9.2,32798,2026-06-09T16:09:55,,,
SOL 코리아밸류업TR,495550,KOSPI,38685,36965,8.44,65075,2026-06-09T16:09:55,,,
HANARO 코리아밸류업,495750,KOSPI,37760,35810,12.72,3508,2026-06-09T16:09:55,,,
KODEX 코리아밸류업,495850,KOSPI,37775,36195,8.61,318324,2026-06-09T16:09:55,,,
RISE 미국AI테크액티,495940,KOSPI,23235,22610,-0.26,37729,2026-06-09T16:09:55,,,
WON 전단채플러스액티,496020,KOSPI,52025,52015,0.04,3000,2026-06-09T16:09:55,,,
TIGER 코리아밸류업,496080,KOSPI,37755,36220,8.49,538348,2026-06-09T16:09:55,,,
KIWOOM 코리아밸류업,496090,KOSPI,37795,35975,8.26,8222,2026-06-09T16:09:55,,,
ACE 코리아밸류업,496120,KOSPI,37865,36375,7.74,2305,2026-06-09T16:09:55,,,
TRUSTON 코리아밸류업,496130,KOSPI,30010,28040,8.28,649,2026-06-09T16:09:55,,,
PLUS 글로벌방산,496770,KOSPI,17960,18340,-2.39,20937,2026-06-09T16:09:55,,,
ACE 글로벌빅파마,497510,KOSPI,13090,13250,-3.39,21611,2026-06-09T16:09:55,,,
ACE 일라이릴리밸류체,497520,KOSPI,12795,12890,-1.54,8431,2026-06-09T16:09:55,,,
TIGER 미국필라델피아,497570,KOSPI,24885,24220,3.3,1552756,2026-06-09T16:09:55,,,
KoAct 미국천연가스인,497780,KOSPI,11610,11600,-0.94,19325,2026-06-09T16:09:55,,,
SOL CD금리&머니마켓,497880,KOSPI,50060,50055,0.04,194770,2026-06-09T16:09:55,,,
HANARO 바이오코리아,498050,KOSPI,12045,11845,5.47,36675,2026-06-09T16:09:55,,,
파워 종합채권(AA-이,498180,KOSPI,93385,93290,0.41,0,2026-06-09T16:09:55,,,
KIWOOM 미국양자컴퓨,498270,KOSPI,18250,17050,5.13,158379,2026-06-09T16:09:55,,,
KODEX 200타겟위클리,498400,KOSPI,25520,24345,8.16,9840923,2026-06-09T16:09:55,,,
KODEX 금융고배당TOP1,498410,KOSPI,11780,11620,2.35,1750074,2026-06-09T16:09:55,,,
RISE 인도디지털성장,498610,KOSPI,8260,8305,-2.31,5263,2026-06-09T16:09:55,,,
RISE 코리아금융고배,498860,KOSPI,18215,17800,4.68,65833,2026-06-09T16:09:55,,,
SOL 미국S&P500엔화노,499150,KOSPI,11445,11380,-1.68,174,2026-06-09T16:09:55,,,
TIGER CD금리플러스액,499660,KOSPI,1001065,1001145,0.01,10067,2026-06-09T16:09:55,,,
GS피앤엘,499790,KOSPI,47000,49900,6.33,127608,2026-06-09T16:09:55,,,
엘브이엠씨홀딩스,900140,KOSPI,1455,1419,4.08,972400,2026-06-09T16:09:55,,,
프레스티지바이오파마,950210,KOSPI,6670,6600,8.28,104238,2026-06-09T16:09:55,,,
신한 레버리지 다우존,500020,KOSPI,61890,61600,0.72,0,2026-06-09T16:09:55,,,
신한 콩 선물 ETN(H),500023,KOSPI,12530,12570,-0.36,0,2026-06-09T16:09:55,,,
신한 인버스 콩 선물,500024,KOSPI,7795,7800,0.32,33,2026-06-09T16:09:55,,,
신한 인버스 2X 다우,500028,KOSPI,1056,1061,-0.56,523,2026-06-09T16:09:55,,,
신한 레버리지 은 선,500029,KOSPI,25475,22900,3.43,13524,2026-06-09T16:09:55,,,
신한 인버스 2X 은 선,500030,KOSPI,59,64,-1.67,136105,2026-06-09T16:09:55,,,
신한 레버리지 미국달,500035,KOSPI,18415,18150,-2.2,2,2026-06-09T16:09:55,,,
신한 인버스 2X 미국,500036,KOSPI,3390,3340,3.04,6289,2026-06-09T16:09:55,,,
신한 레버리지 금 선,500037,KOSPI,78200,74675,-0.53,838,2026-06-09T16:09:55,,,
신한 인버스 2X 금 선,500038,KOSPI,1255,1341,-2.86,5408,2026-06-09T16:09:55,,,
신한 레버리지 구리,500040,KOSPI,35225,34955,0.43,1478,2026-06-09T16:09:55,,,
신한 인버스 2X 구리,500041,KOSPI,886,909,-4.32,690,2026-06-09T16:09:55,,,
신한 레버리지 S&P500,500050,KOSPI,54805,54190,-0.23,1847,2026-06-09T16:09:55,,,
신한 인버스 2X S&P50,500051,KOSPI,1357,1390,-2.37,6822,2026-06-09T16:09:55,,,
신한 인버스 코스피 2,500061,KOSPI,2465,2575,-9.71,44464,2026-06-09T16:09:55,,,
신한 인버스 코스닥 1,500063,KOSPI,5235,5260,-6.93,19683,2026-06-09T16:09:55,,,
신한 레버리지 10년,500067,KOSPI,9450,9515,-0.37,2,2026-06-09T16:09:55,,,
신한 인버스 2X 10년,500068,KOSPI,12160,12165,-1.22,10,2026-06-09T16:09:55,,,
신한 레버리지 코스피,500069,KOSPI,308260,276690,17.39,2550,2026-06-09T16:09:55,,,
신한 레버리지 코스닥,500071,KOSPI,38805,37570,11.51,9,2026-06-09T16:09:55,,,
신한 인버스 2X 코스,500072,KOSPI,1901,1899,-13.2,471494,2026-06-09T16:09:55,,,
신한 코스피 200 TR E,500085,KOSPI,39420,37640,6.44,238,2026-06-09T16:09:55,,,
신한 코스닥 150 TR E,500086,KOSPI,13290,12985,7.13,2006,2026-06-09T16:09:55,,,
신한 33-12 국고채 플,500091,KOSPI,10265,10270,0.34,0,2026-06-09T16:09:55,,,
신한 블룸버그 레버리,500093,KOSPI,52350,50765,-10.96,2920,2026-06-09T16:09:55,,,
신한 블룸버그 인버스,500094,KOSPI,3055,3205,7.76,364004,2026-06-09T16:09:55,,,
신한 S&P500 VIX S/T,500095,KOSPI,10380,10875,-5.81,2378,2026-06-09T16:09:55,,,
신한 인버스2X 천연가,500096,KOSPI,15190,16020,-1.04,8417,2026-06-09T16:09:55,,,
신한 레버리지 Russel,500097,KOSPI,14745,14730,0.85,27,2026-06-09T16:09:55,,,
신한 인버스 2X Russe,500098,KOSPI,7695,7580,-0.58,283,2026-06-09T16:09:55,,,
신한 WTI원유 선물 ET,500099,KOSPI,18770,18515,-6.2,7266,2026-06-09T16:09:55,,,
신한 금 선물 ETN,500100,KOSPI,12845,12575,-0.66,8540,2026-06-09T16:09:55,,,
신한 블룸버그 천연가,500101,KOSPI,10445,10495,-2.29,10189,2026-06-09T16:09:55,,,
신한 블룸버그 2X 천,500102,KOSPI,20775,20075,-3.53,43240,2026-06-09T16:09:55,,,
대신 인버스 2X 코스,510027,KOSPI,1881,1925,-14.11,64270,2026-06-09T16:09:55,,,
대신 인버스 천연가스,510043,KOSPI,6480,6555,0.93,2,2026-06-09T16:09:55,,,
대신 레버리지 미국달,510044,KOSPI,20860,21110,-2.98,0,2026-06-09T16:09:55,,,
대신 인버스 2X 미국,510045,KOSPI,18915,18795,3.96,2,2026-06-09T16:09:55,,,
미래에셋 코스피200,520037,KOSPI,32650,30675,8.91,441,2026-06-09T16:09:55,,,
미래에셋 인버스 코스,520038,KOSPI,2485,2610,-9.14,206695,2026-06-09T16:09:55,,,
미래에셋 코스닥150,520039,KOSPI,12130,11820,7.87,763,2026-06-09T16:09:55,,,
미래에셋 인버스 코스,520040,KOSPI,5140,5270,-8.54,4651,2026-06-09T16:09:55,,,
미래에셋 레버리지 옥,520046,KOSPI,9580,9705,0.26,3800,2026-06-09T16:09:55,,,
미래에셋 인버스 2X,520047,KOSPI,37695,37865,-3.36,75,2026-06-09T16:09:55,,,
미래에셋 레버리지 코,520054,KOSPI,307685,277760,17.52,19578,2026-06-09T16:09:55,,,
미래에셋 레버리지 코,520056,KOSPI,38495,37510,12.74,3763,2026-06-09T16:09:55,,,
미래에셋 인버스 2X,520057,KOSPI,1867,1885,-14.16,4139369,2026-06-09T16:09:55,,,
미래에셋 2X 미국채울,520064,KOSPI,7125,7190,-3.39,171,2026-06-09T16:09:55,,,
미래에셋 -2X 미국채,520065,KOSPI,15150,15195,-1.62,14,2026-06-09T16:09:55,,,
미래에셋 KRX금현물 A,520066,KOSPI,24450,23875,-0.87,7022,2026-06-09T16:09:55,,,
미래에셋 2X 홍콩H 선,520068,KOSPI,36140,36000,-0.99,510,2026-06-09T16:09:55,,,
미래에셋 -2X 홍콩H,520069,KOSPI,6710,6865,-1.54,173,2026-06-09T16:09:55,,,
미래에셋 미국 AI TOP,520072,KOSPI,16685,16525,-1.97,45,2026-06-09T16:09:55,,,
미래에셋 레버리지 미,520073,KOSPI,38975,37830,-2.28,288,2026-06-09T16:09:55,,,
미래에셋 미국 방위산,520074,KOSPI,15310,15615,-2.11,209,2026-06-09T16:09:55,,,
미래에셋 레버리지 미,520075,KOSPI,35635,37065,-3.66,7,2026-06-09T16:09:55,,,
미래에셋 1.5X 천연가,520076,KOSPI,7450,7285,-2.87,8190,2026-06-09T16:09:55,,,
미래에셋 -1.5X 천연,520077,KOSPI,13500,14075,-0.66,7,2026-06-09T16:09:55,,,
미래에셋 미국 제약 T,520078,KOSPI,14265,14405,-4.93,217,2026-06-09T16:09:55,,,
미래에셋 레버리지 미,520079,KOSPI,31105,31300,-4.16,2082,2026-06-09T16:09:55,,,
미래에셋 미국 테크&,520080,KOSPI,22760,22270,-0.83,110,2026-06-09T16:09:55,,,
미래에셋 2X 미국 테,520081,KOSPI,69915,66120,1.19,87,2026-06-09T16:09:55,,,
미래에셋 미국 자율주,520082,KOSPI,14280,14000,0.18,30,2026-06-09T16:09:55,,,
미래에셋 2X 미국 자,520083,KOSPI,30295,29310,1.1,33,2026-06-09T16:09:55,,,
미래에셋 -2X 미국 자,520084,KOSPI,8660,9075,-3.72,303,2026-06-09T16:09:55,,,
미래에셋 -2X 미국 AI,520085,KOSPI,11860,12385,-2.19,973,2026-06-09T16:09:55,,,
미래에셋-0.5X S&P500,520086,KOSPI,21070,20635,2.36,532,2026-06-09T16:09:55,,,
미래에셋 레버리지 KR,520087,KOSPI,38410,36645,-1.79,10823,2026-06-09T16:09:55,,,
미래에셋 S&P500 VIX,520088,KOSPI,8970,9315,-4.01,1454,2026-06-09T16:09:55,,,
미래에셋 CAPE 실러 U,520089,KOSPI,12105,12275,-1.47,3,2026-06-09T16:09:55,,,
미래에셋 천연가스 선,520090,KOSPI,8635,8520,-2.21,30772,2026-06-09T16:09:55,,,
미래에셋 인버스 천연,520091,KOSPI,10765,11120,-1.28,11923,2026-06-09T16:09:55,,,
미래에셋 레버리지 은,520092,KOSPI,39845,36080,1.93,20735,2026-06-09T16:09:55,,,
미래에셋 인버스 2X,520093,KOSPI,2270,2520,-5.02,61571,2026-06-09T16:09:55,,,
미래에셋 CD금리 플러,520094,KOSPI,101565,101570,0.01,819,2026-06-09T16:09:55,,,
미래에셋 1.5X S&P500,520097,KOSPI,16910,18035,-7.55,11905,2026-06-09T16:09:55,,,
미래에셋 레버리지 반,520098,KOSPI,50210,45090,23.49,5082,2026-06-09T16:09:55,,,
미래에셋 인버스 2X,520099,KOSPI,5540,6050,-22.63,525319,2026-06-09T16:09:55,,,
미래에셋 레버리지 삼,520100,KOSPI,22395,19570,18.24,464064,2026-06-09T16:09:55,,,
미래에셋 레버리지 SK,520101,KOSPI,24945,21150,31.74,928624,2026-06-09T16:09:55,,,
미래에셋 인버스 2X,520102,KOSPI,26360,28935,-18.92,181129,2026-06-09T16:09:55,,,
삼성 레버리지 WTI원,530031,KOSPI,3010,2920,-10.55,1070095,2026-06-09T16:09:55,,,
삼성 인버스 2X WTI원,530036,KOSPI,17,17,6.25,32148564,2026-06-09T16:09:55,,,
삼성 레버리지 금 선,530055,KOSPI,111300,104480,1.03,198,2026-06-09T16:09:55,,,
삼성 인버스 2X 금 선,530056,KOSPI,1777,1896,-1.39,20620,2026-06-09T16:09:55,,,
삼성 코스피 양매도 5,530060,KOSPI,5265,5290,1.45,17,2026-06-09T16:09:55,,,
삼성 레버리지 은 선,530061,KOSPI,42195,37995,3.93,24139,2026-06-09T16:09:55,,,
삼성 인버스 2X 은 선,530062,KOSPI,41,44,-4.65,1317515,2026-06-09T16:09:55,,,
삼성 레버리지 구리,530063,KOSPI,24825,24450,2.27,4459,2026-06-09T16:09:55,,,
삼성 인버스 2X 구리,530064,KOSPI,712,728,-2.33,63564,2026-06-09T16:09:55,,,
삼성 KRX 금현물 ETN,530067,KOSPI,35880,35090,-0.88,1859,2026-06-09T16:09:55,,,
삼성 금 선물 ETN(H),530083,KOSPI,22540,21960,0.85,1520,2026-06-09T16:09:55,,,
삼성 인버스 금 선물,530084,KOSPI,5060,5230,-0.88,69,2026-06-09T16:09:55,,,
삼성 은 선물 ETN(H),530089,KOSPI,26165,24780,2.09,1279,2026-06-09T16:09:55,,,
삼성 인버스 은 선물,530090,KOSPI,2495,2630,-2.16,1388,2026-06-09T16:09:55,,,
삼성 인버스 코스피 2,530092,KOSPI,2470,2595,-8.86,379131,2026-06-09T16:09:55,,,
삼성 인버스 코스닥 1,530094,KOSPI,5225,5260,-6.53,8939,2026-06-09T16:09:55,,,
삼성 구리 선물 ETN(H,530095,KOSPI,14600,14505,0.97,626,2026-06-09T16:09:55,,,
삼성 인버스 구리 선,530096,KOSPI,6495,6570,-1.52,29,2026-06-09T16:09:55,,,
삼성 레버리지 코스피,530104,KOSPI,308730,279145,17.84,4804,2026-06-09T16:09:55,,,
삼성 레버리지 코스닥,530106,KOSPI,38385,37225,11.96,67996,2026-06-09T16:09:55,,,
삼성 인버스 2X 코스,530107,KOSPI,1861,1869,-13.64,33192064,2026-06-09T16:09:55,,,
삼성 S&P500 TR ETN,530112,KOSPI,20610,20595,-1.15,5124,2026-06-09T16:09:55,,,
삼성 레버리지 S&P500,530113,KOSPI,55255,54720,-0.82,1842,2026-06-09T16:09:55,,,
삼성 인버스 2X S&P50,530114,KOSPI,9560,9815,-2.4,22186,2026-06-09T16:09:55,,,
삼성 레버리지 나스닥,530115,KOSPI,74730,72105,1.88,1689,2026-06-09T16:09:55,,,
삼성 인버스 2X 나스,530116,KOSPI,5075,5310,-4.69,52380,2026-06-09T16:09:55,,,
삼성 코스피 200 TR E,530117,KOSPI,40215,38095,8.97,179426,2026-06-09T16:09:55,,,
삼성 코스닥 150 TR E,530118,KOSPI,12810,12590,7.2,71780,2026-06-09T16:09:55,,,
삼성 레버리지 항셍테,530119,KOSPI,26575,25495,3.06,301,2026-06-09T16:09:55,,,
삼성 나스닥 100 TR E,530120,KOSPI,17395,17170,0.29,6263,2026-06-09T16:09:55,,,
삼성 항셍테크 TR ETN,530121,KOSPI,12810,12810,0.23,86401,2026-06-09T16:09:55,,,
삼성 인버스 2X 항셍,530122,KOSPI,6100,6395,-3.4,10092,2026-06-09T16:09:55,,,
삼성 일본니케이225선,530123,KOSPI,17200,16925,2.44,14,2026-06-09T16:09:55,,,
삼성 레버리지 일본니,530124,KOSPI,52460,50715,3.89,19,2026-06-09T16:09:55,,,
삼성 인버스 2X 일본,530125,KOSPI,4725,4835,-3.77,5108,2026-06-09T16:09:55,,,
삼성 코리아 밸류업 T,530126,KOSPI,39185,37375,4.06,2687,2026-06-09T16:09:55,,,
삼성 미국다우존스 TR,530127,KOSPI,12515,12515,-1.26,6,2026-06-09T16:09:55,,,
삼성 레버리지 미국다,530128,KOSPI,26090,26140,-0.97,0,2026-06-09T16:09:55,,,
삼성 인버스 2X 미국,530129,KOSPI,16105,16190,-2.48,301,2026-06-09T16:09:55,,,
삼성 S&P500 VIX S/T,530130,KOSPI,10780,11315,-5.77,110976,2026-06-09T16:09:55,,,
삼성 인버스0.5X S&P5,530131,KOSPI,21575,21320,0.56,207,2026-06-09T16:09:55,,,
삼성 블룸버그 WTI원,530132,KOSPI,19445,19060,-5.72,5634,2026-06-09T16:09:55,,,
삼성 블룸버그 레버리,530133,KOSPI,52875,50890,-9.72,5949,2026-06-09T16:09:55,,,
삼성 블룸버그 인버스,530134,KOSPI,3060,3200,8.32,1979801,2026-06-09T16:09:55,,,
삼성 인버스 China A5,530135,KOSPI,8335,8360,-0.3,0,2026-06-09T16:09:55,,,
삼성 인버스 2X 천연,530136,KOSPI,13720,14380,-0.18,66339,2026-06-09T16:09:55,,,
삼성 KRX 2차전지 TOP,530137,KOSPI,13780,13310,2.95,174,2026-06-09T16:09:55,,,
삼성 KRX 레버리지 2,530138,KOSPI,29460,26985,4.38,3418,2026-06-09T16:09:55,,,
삼성 iSelect 조선 TO,530139,KOSPI,13645,14215,-0.04,11,2026-06-09T16:09:55,,,
삼성 iSelect 레버리,530140,KOSPI,29045,31630,-1.01,9975,2026-06-09T16:09:55,,,
삼성 중국 자동차 TOP,530141,KOSPI,9795,9620,0.51,148,2026-06-09T16:09:55,,,
삼성 중국 AI 테크 TO,530142,KOSPI,7735,7610,2.18,853,2026-06-09T16:09:55,,,
삼성 인버스 2X 은 선,530143,KOSPI,45075,50360,-7.35,9136,2026-06-09T16:09:55,,,
삼성 레버리지 천연가,530145,KOSPI,16550,15965,-2.96,155096,2026-06-09T16:09:55,,,
N2 미국 IT TOP5 ETN(,550041,KOSPI,55745,55170,-0.81,1,2026-06-09T16:09:55,,,
N2 인버스 레버리지 W,550043,KOSPI,12,12,0.0,17832636,2026-06-09T16:09:55,,,
N2 레버리지 금 선물,550062,KOSPI,73870,68195,1.61,15,2026-06-09T16:09:55,,,
N2 인버스 레버리지,550063,KOSPI,3745,3985,-2.35,33,2026-06-09T16:09:55,,,
N2 레버리지 은 선물,550064,KOSPI,49555,44800,6.01,286,2026-06-09T16:09:55,,,
N2 레버리지 구리 선,550069,KOSPI,24790,24555,2.5,122,2026-06-09T16:09:55,,,
N2 인버스 레버리지,550070,KOSPI,5105,5200,-3.41,501,2026-06-09T16:09:55,,,
N2 KIS CD금리투자 ET,550082,KOSPI,55375,55375,0.01,0,2026-06-09T16:09:55,,,
N2 코스피 200 TR ETN,550084,KOSPI,39705,37315,8.94,2638,2026-06-09T16:09:55,,,
N2 코스닥 150 TR ETN,550085,KOSPI,12305,12000,7.33,8268,2026-06-09T16:09:55,,,
N2 선진국 1등주 ETN,550087,KOSPI,11900,11910,-1.04,1,2026-06-09T16:09:55,,,
N2 월간 레버리지 선,550088,KOSPI,22765,23105,-2.04,2,2026-06-09T16:09:55,,,
N2 월간 레버리지 코,550089,KOSPI,194995,179140,12.95,33,2026-06-09T16:09:55,,,
N2 방위산업 Top5 ETN,550091,KOSPI,39160,40995,3.34,22,2026-06-09T16:09:55,,,
N2 월간 레버리지 방,550092,KOSPI,152580,169985,12.12,83,2026-06-09T16:09:55,,,
N2 전력인프라 Top5 E,550093,KOSPI,47350,47800,7.41,111,2026-06-09T16:09:55,,,
N2 레버리지 국채10년,550095,KOSPI,17375,17345,1.49,1,2026-06-09T16:09:55,,,
N2 레버리지 국채30년,550096,KOSPI,12230,12070,3.03,2,2026-06-09T16:09:55,,,
N2 레버리지 코스닥15,550097,KOSPI,28460,27205,14.78,12704,2026-06-09T16:09:55,,,
N2 인버스 2X 코스닥1,550098,KOSPI,6645,6795,-15.19,28655,2026-06-09T16:09:55,,,
N2 레버리지 천연가스,550099,KOSPI,12730,12295,-2.34,5460,2026-06-09T16:09:55,,,
N2 인버스 2X 천연가,550100,KOSPI,10600,11055,-0.09,56,2026-06-09T16:09:55,,,
한투 코스피양매도5%O,570019,KOSPI,5405,5435,4.34,201,2026-06-09T16:09:55,,,
한투 레버리지S&P500,570022,KOSPI,55170,54195,0.69,1849,2026-06-09T16:09:55,,,
한투 인버스2XS&P500,570023,KOSPI,715,728,-1.24,21059,2026-06-09T16:09:55,,,
한투 코스피양매도3%O,570029,KOSPI,4930,5060,-0.5,800,2026-06-09T16:09:55,,,
한투 FTSE100 ETN,570047,KOSPI,28870,28775,-1.85,2,2026-06-09T16:09:55,,,
한투 S&P500선물 ETN,570050,KOSPI,28400,28295,-1.08,7166,2026-06-09T16:09:55,,,
한투 나스닥100 ETN,570051,KOSPI,33770,33200,-0.35,50,2026-06-09T16:09:55,,,
한투 레버리지금선물,570059,KOSPI,97240,92365,-1.01,55,2026-06-09T16:09:55,,,
한투 인버스2X금선물,570060,KOSPI,4980,5320,-3.02,126,2026-06-09T16:09:55,,,
한투 레버리지은선물,570061,KOSPI,64305,58380,0.5,620,2026-06-09T16:09:55,,,
한투 베트남VN30선물,570063,KOSPI,14895,15145,-1.78,20,2026-06-09T16:09:55,,,
한투 인버스베트남VN3,570064,KOSPI,6090,6045,0.25,105,2026-06-09T16:09:55,,,
한투 레버리지베트남V,570065,KOSPI,33260,33335,-0.06,16,2026-06-09T16:09:55,,,
한투 인버스2X베트남V,570066,KOSPI,5380,5310,0.94,3091,2026-06-09T16:09:55,,,
한투 레버리지플래티,570069,KOSPI,36275,33305,-1.65,471,2026-06-09T16:09:55,,,
한투 인버스2X플래티,570070,KOSPI,2090,2310,-3.91,589,2026-06-09T16:09:55,,,
한투 구리선물 ETN,570071,KOSPI,18855,18855,0.0,1,2026-06-09T16:09:55,,,
한투 레버리지구리선,570072,KOSPI,31810,32065,-0.72,295,2026-06-09T16:09:55,,,
한투 인버스2X구리선,570073,KOSPI,6725,6925,-4.07,39,2026-06-09T16:09:55,,,
한투 유럽탄소배출권,570074,KOSPI,11185,11065,-0.04,0,2026-06-09T16:09:55,,,
한투 레버리지코스닥1,570081,KOSPI,39035,37000,13.59,208,2026-06-09T16:09:55,,,
한투 인버스2X코스닥1,570082,KOSPI,1891,1898,-13.85,450695,2026-06-09T16:09:55,,,
한투 인도네시아대표,570085,KOSPI,9425,9870,1.89,2632,2026-06-09T16:09:55,,,
한투 KIS CD금리투자,570090,KOSPI,55375,55375,0.01,0,2026-06-09T16:09:55,,,
한투 인버스유로스탁,570091,KOSPI,6515,6520,-1.14,2008,2026-06-09T16:09:55,,,
한투 인버스2X유로스,570092,KOSPI,7305,7275,-2.86,154,2026-06-09T16:09:55,,,
한투 일본엔선물 ETN,570094,KOSPI,9475,9505,-2.17,42,2026-06-09T16:09:55,,,
한투 레버리지일본엔,570095,KOSPI,7995,8065,-2.91,369,2026-06-09T16:09:55,,,
한투 인버스2X일본엔,570096,KOSPI,9985,10175,-0.15,101753,2026-06-09T16:09:55,,,
한투 엔달러선물 ETN(,570097,KOSPI,7820,7810,0.13,1029,2026-06-09T16:09:55,,,
한투 레버리지엔달러,570098,KOSPI,5945,5935,-0.08,919,2026-06-09T16:09:55,,,
한투 인버스2X엔달러,570099,KOSPI,15010,15030,0.1,2,2026-06-09T16:09:55,,,
한투 일본종합상사TOP,570100,KOSPI,22010,21760,-1.87,10959,2026-06-09T16:09:55,,,
한투 인버스나스닥100,570101,KOSPI,7525,7760,-4.14,126,2026-06-09T16:09:55,,,
한투 레버리지나스닥1,570102,KOSPI,20175,19545,1.84,41,2026-06-09T16:09:55,,,
한투 인버스2X나스닥1,570103,KOSPI,4475,4720,-4.58,19900,2026-06-09T16:09:55,,,
한투 일본니케이225선,570104,KOSPI,17225,16970,2.1,39,2026-06-09T16:09:55,,,
한투 인버스일본니케,570105,KOSPI,4905,5000,-2.39,210,2026-06-09T16:09:55,,,
한투 레버리지일본니,570106,KOSPI,50935,49485,3.77,528,2026-06-09T16:09:55,,,
